+1 1:1 2:1.5497476119543958 3:43.04648650006177 4:1 5:1.5381411897222173 6:41.14608122288197 7:1 8:1.5549799511541973 9:39.59797974644666 10:1 11:1.5516677447401372 12:38.01315561749642 13:2 14:0.0 15:37.69615364994153 16:1 17:1.5537632003640505 18:36.40054944640259 19:1 20:1.5444936955215642 21:36.24913792078372 22:1 23:1.5449127121211332 24:35.77708763999664 25:1 26:1.5407343790481127 27:34.132096331752024 28:2 29:0.10552941064763384 30:33.24154027718932 31:1 32:1.549596739542552 33:32.38826948140329 34:1 35:1.527240572330831 36:32.2490309931942 37:1 38:1.5277728675582982 39:32.202484376209235 40:1 41:1.5349932351480886 42:28.442925306655784 43:1 44:0.5498565491551696 45:26.68332812825267 46:1 47:7.563476950101645E-4 48:26.419689627245813 49:1 50:1.548307309762507 51:26.40075756488817 52:2 53:0.04435279326760286 54:25.942243542145693 55:1 56:0.24595075975832226 57:25.495097567963924 58:1 59:1.4885846571877586 60:24.758836806279895 
+1 1:1 2:1.5535156118754838 3:40.718546143004666 4:2 5:0.0 6:39.698866482558415 7:2 8:0.0 9:39.20459156782532 10:1 11:8.01529549469971E-4 12:36.013886210738214 13:1 14:1.5568636178206783 15:34.17601498127012 16:1 17:1.519796340802597 18:34.0147027033899 19:2 20:0.330830904849657 21:30.675723300355934 22:1 23:9.146850309335556E-4 24:29.427877939124322 25:1 26:1.4960525891935763 27:29.0 28:2 29:0.04155959242258417 30:27.313000567495326 31:1 32:1.5481054983080589 33:26.68332812825267 34:1 35:7.726702008088269E-4 36:26.019223662515376 37:1 38:1.4938188477525742 39:25.942243542145693 40:1 41:1.1407728839091786 42:24.041630560342615 43:1 44:1.4205143432598113 45:23.853720883753127 46:1 47:1.530425278407602 48:23.53720459187964 49:2 50:1.4916730284204398 51:22.090722034374522 52:2 53:1.5310210452589141 54:22.090722034374522 55:1 56:1.5367246529014713 57:21.93171219946131 58:1 59:0.0034129597712006404 60:21.400934559032695 
+1 1:1 2:1.5383401431689194 3:49.9799959983992 4:1 5:1.5364901944258678 6:47.01063709417264 7:1 8:1.5348220610136072 9:43.657759905886145 10:1 11:1.5604013870184454 12:43.41658669218482 13:1 14:1.5634516047981712 15:41.617304093369626 16:1 17:1.5516283902632813 18:41.593268686170845 19:1 20:1.5466633854181109 21:41.43669871020132 22:1 23:1.5400410110919516 24:41.23105625617661 25:2 26:1.5071334621998387 27:41.10960958218893 28:1 29:1.5569511475225863 30:41.036569057366385 31:1 32:1.550186535079939 33:40.45985664828782 34:1 35:1.5479552086955057 36:39.81205847478876 37:1 38:1.5506361817062928 39:39.56008088970496 40:1 41:1.515990606600296 42:37.94733192202055 43:2 44:0.0 45:33.83784863137726 46:1 47:1.5463850626538949 48:32.7566787083184 49:2 50:0.0 51:32.57299494980466 52:1 53:1.5368350916590345 54:32.2490309931942 55:1 56:1.5531406093621716 57:31.38470965295043 58:1 59:1.5363481951247686 60:31.064449134018133 
+1 1:1 2:1.5438080763042257 3:41.43669871020132 4:2 5:1.4435476779620005 6:38.07886552931954 7:1 8:1.5257793548549015 9:35.510561809129406 10:1 11:1.5549552068402814 12:32.984845004941285 13:1 14:1.556333936695797 15:32.55764119219941 16:1 17:1.5064026575508138 18:31.78049716414141 19:1 20:1.543599986876075 21:29.832867780352597 22:1 23:1.5403171512257332 24:29.546573405388315 25:1 26:1.5578962179636733 27:29.0 28:1 29:1.5469144494829608 30:28.442925306655784 31:1 32:1.5501401468123277 33:27.294688127912362 34:1 35:1.5454813470303108 36:24.839484696748443 37:1 38:1.5409108937857758 39:24.698178070456937 40:2 41:0.08272515673859358 42:24.351591323771842 43:1 44:1.5468308273121807 45:22.80350850198276 46:1 47:1.5026365063589027 48:22.02271554554524 49:1 50:1.5478158047278396 51:22.02271554554524 52:1 53:1.5360671940410782 54:21.633307652783937 55:1 56:1.554083723982224 57:21.540659228538015 58:1 59:1.5401877247112372 60:21.400934559032695 
+1 1:1 2:1.5023984891646622 3:54.48853090330111 4:2 5:0.0 6:51.62363799656123 7:1 8:1.5264070816382524 9:47.80167361086848 10:1 11:1.5134814054730719 12:47.38143096192854 13:1 14:1.5551294375642513 15:41.677331968349414 16:1 17:0.9298226047608201 18:40.496913462633174 19:1 20:1.5288232101999604 21:39.96248240537617 22:1 23:0.4527740969979999 24:36.069377593742864 25:1 26:1.5075375342093824 27:35.73513677041127 28:1 29:1.552529600009144 30:35.34119409414458 31:1 32:1.5357114250127226 33:34.20526275297414 34:1 35:1.507234791945115 36:33.97057550292606 37:2 38:0.05190904161197568 39:33.54101966249684 40:1 41:1.5203533796474735 42:33.421549934136806 43:1 44:1.5532347943055993 45:32.31098884280702 46:1 47:1.5548376409728657 48:32.01562118716424 49:1 50:1.4257244951413406 51:31.240998703626616 52:1 53:1.0538499476322953 54:30.886890422961002 55:1 56:1.5481537801417429 57:30.0 58:1 59:1.48726298225198 60:29.732137494637012 
+1 1:2 2:1.5425620238655107 3:45.880278987817846 4:1 5:1.5529375626224282 6:42.15447781671598 7:1 8:1.5478985086870256 9:41.7612260356422 10:1 11:1.537877842013045 12:38.01315561749642 13:1 14:1.5496792813418432 15:36.68787265568828 16:1 17:1.5480773791946192 18:34.0 19:1 20:1.554607922450992 21:33.37663853655727 22:1 23:1.5378795258007532 24:31.016124838541646 25:2 26:1.2328696015714584 27:30.886890422961002 28:1 29:1.5491377984387413 30:30.066592756745816 31:1 32:1.4984425444394396 33:29.410882339705484 34:1 35:1.5397997970146566 36:29.017236257093817 37:1 38:1.5294947619805808 39:27.65863337187866 40:1 41:1.4952228656490163 42:24.698178070456937 43:1 44:1.5317764646350218 45:23.021728866442675 46:1 47:1.5507028254215887 48:22.47220505424423 49:2 50:0.0 51:22.47220505424423 52:1 53:1.5385172651130585 54:22.02271554554524 55:1 56:1.546703710865842 57:21.2602916254693 58:1 59:1.525366089230664 60:19.697715603592208 
+1 1:1 2:1.5520871740597104 3:45.31004303683677 4:1 5:1.545294209514477 6:45.0111097397076 7:1 8:1.5559428263190473 9:42.95346318982906 10:1 11:1.5517877634183908 12:42.1070065428546 13:1 14:1.5600132813331729 15:41.773197148410844 16:1 17:1.5507325729001247 18:41.48493702538308 19:1 20:1.5383829552021806 21:41.19465984809196 22:1 23:1.5561863977301045 24:39.96248240537617 25:1 26:1.5554992716685137 27:39.11521443121589 28:1 29:1.5463917189316354 30:39.05124837953327 31:1 32:1.552551720927178 33:39.05124837953327 34:1 35:1.5509838518198151 36:39.05124837953327 37:1 38:1.5438825001815557 39:36.05551275463989 40:1 41:1.5429992765980145 42:35.05709628591621 43:1 44:1.5530477725409189 45:33.95585369269929 46:1 47:1.5485509782699443 48:33.61547262794322 49:1 50:1.5434040083239227 51:31.064449134018133 52:1 53:1.5403364655848713 54:31.016124838541646 55:1 56:1.5409584476600777 57:30.675723300355934 58:1 59:1.5426148517230778 60:30.463092423455635 
+1 1:1 2:1.5552382602068264 3:65.79513659838392 4:1 5:1.5536764319277308 6:58.7962583843564 7:1 8:1.540471579576595 9:57.245087125446844 10:1 11:1.5267359711809054 12:52.15361924162119 13:1 14:1.5497676866512573 15:51.62363799656123 16:1 17:1.5549639354688638 18:43.93176527297759 19:1 20:1.4938235838879765 21:42.720018726587654 22:1 23:1.5380299100057235 24:39.05124837953327 25:1 26:1.4927888201615038 27:38.48376280978771 28:1 29:1.5408215915452446 30:37.73592452822641 31:1 32:1.4801683176885312 33:37.36308338453881 34:2 35:0.0 36:36.124783736376884 37:2 38:0.0 39:35.22782990761707 40:1 41:1.4863794677300985 42:34.20526275297414 43:1 44:1.5283030866811615 45:34.0147027033899 46:1 47:1.5180542441375997 48:33.54101966249684 49:1 50:0.11269393303791962 51:31.906112267087632 52:1 53:1.5103029730889497 54:30.479501308256342 55:1 56:1.5311306007857532 57:30.265491900843113 58:1 59:1.5204266205671917 60:29.68164415931166 
+1 1:2 2:1.463280471448659 3:35.510561809129406 4:2 5:0.4678707364553538 6:35.22782990761707 7:1 8:1.4993953269146199 9:34.0147027033899 10:1 11:0.05876886961104402 12:33.12099032335839 13:1 14:0.07671327165154303 15:32.01562118716424 16:2 17:0.0 18:29.068883707497267 19:1 20:1.5115126823140697 21:29.0 22:1 23:0.0026993233835968713 24:28.30194339616981 25:2 26:0.001440271729559003 27:28.284271247461902 28:1 29:1.4847428672636809 30:27.313000567495326 31:1 32:1.5232082122802182 33:26.92582403567252 34:1 35:1.5704497681382412 36:25.238858928247925 37:1 38:1.5699585181954216 39:25.079872407968907 40:1 41:0.002200516240000302 42:25.059928172283335 43:1 44:1.5074291437144443 45:25.019992006393608 46:1 47:1.5088565580469102 48:24.698178070456937 49:2 50:0.039051882523751025 51:24.596747752497688 52:1 53:1.5706779460310134 54:24.20743687382041 55:1 56:1.5690633573262183 57:23.021728866442675 58:1 59:1.4877167048143933 60:23.021728866442675 
+1 1:2 2:0.0 3:37.013511046643494 4:1 5:1.5458626976738992 6:33.24154027718932 7:1 8:1.553536331911324 9:33.06055050963308 10:1 11:1.5265608133564124 12:31.400636936215164 13:1 14:1.5317781983017233 15:29.68164415931166 16:1 17:1.447958775164277 18:29.068883707497267 19:1 20:1.5247725332969677 21:28.600699292150182 22:2 23:0.03440193530913769 24:28.178005607210743 25:2 26:1.4515218725403687 27:27.65863337187866 28:2 29:0.0 30:26.90724809414742 31:2 32:0.04635339244953549 33:26.1725046566048 34:2 35:1.5265604100803953 36:26.0 37:1 38:1.5196502599450927 39:25.553864678361276 40:1 41:1.4776823160325827 42:24.331050121192877 43:2 44:1.5707201456746396 45:23.259406699226016 46:2 47:0.002844410319023093 48:23.259406699226016 49:1 50:1.5504478958869694 51:22.02271554554524 52:1 53:0.0012616877804097894 54:19.6468827043885 55:1 56:1.5302971810363153 57:19.209372712298546 58:1 59:1.5061624980811803 60:19.026297590440446 
+1 1:2 2:0.0 3:46.861498055439924 4:2 5:0.0 6:39.21734310225516 7:1 8:0.007668473155930556 9:38.2099463490856 10:2 11:0.15169428859776315 12:38.01315561749642 13:1 14:0.00309752273083031 15:37.107950630558946 16:1 17:0.0037106162298329 18:37.0 19:2 20:1.4317669881621278 21:32.57299494980466 22:1 23:0.007680863162734011 24:32.14031735997639 25:1 26:0.00595155159284514 27:29.614185789921695 28:2 29:1.5669788515007774 30:28.844410203711913 31:2 32:1.5439427093999258 33:27.65863337187866 34:1 35:0.06970156912606684 36:26.40075756488817 37:1 38:0.0020108588298568004 39:25.709920264364882 40:1 41:1.5085020937936773 42:25.495097567963924 43:1 44:0.00542636109512224 45:25.317977802344327 46:1 47:1.5600509405686356 48:24.351591323771842 49:1 50:1.539764538055276 51:24.186773244895647 52:2 53:1.5703132163193876 54:24.08318915758459 55:1 56:0.0017907219696192142 57:24.020824298928627 58:1 59:0.029664204594944094 60:23.706539182259394 
+1 1:2 2:1.2132512441787218 3:41.012193308819754 4:1 5:1.5230553044046626 6:36.49657518178932 7:1 8:1.5013323898297302 9:32.55764119219941 10:1 11:1.5367279149471995 12:32.01562118716424 13:1 14:1.4936546498601617 15:31.78049716414141 16:2 17:1.3886548859439476 18:31.38470965295043 19:1 20:1.5281537040124316 21:31.240998703626616 22:1 23:1.549781249215997 24:31.064449134018133 25:2 26:0.0 27:30.528675044947494 28:1 29:1.5274408792295944 30:30.265491900843113 31:1 32:1.4903946717476348 33:30.083217912982647 34:1 35:1.482350832272132 36:29.154759474226502 37:1 38:1.5339928248493333 39:27.784887978899608 40:2 41:1.4995283345489088 42:27.459060435491963 43:1 44:1.545977827498416 45:27.202941017470888 46:1 47:1.5691548483890003 48:27.018512172212592 49:1 50:1.529667250707444 51:26.832815729997478 52:1 53:1.5371194156633525 54:26.476404589747453 55:1 56:1.530162666123479 57:24.331050121192877 58:1 59:1.5224066578314988 60:24.331050121192877 
+1 1:1 2:1.5240484908841414 3:48.25971404805462 4:1 5:1.5000844025462503 6:43.829214001622255 7:1 8:1.5004944574685621 9:41.88078318274385 10:1 11:1.5176040774079553 12:41.773197148410844 13:1 14:1.5320271936308822 15:41.677331968349414 16:2 17:1.4627136008144177 18:41.593268686170845 19:1 20:1.5330960972506207 21:41.10960958218893 22:1 23:1.5353836772583258 24:39.20459156782532 25:2 26:1.2352115433203026 27:38.47076812334269 28:1 29:1.5314222338918206 30:37.33630940518894 31:1 32:1.5334114057394377 33:36.89173349139343 34:1 35:1.54359011930346 36:35.84689665786984 37:1 38:1.4864366875681863 39:35.4682957019364 40:1 41:1.5322545293389211 42:35.22782990761707 43:1 44:1.5396257997750562 45:35.0 46:1 47:1.4870396671402182 48:34.48187929913333 49:1 50:1.533189592376867 51:33.1058907144937 52:1 53:1.543981957186153 54:32.89376840679705 55:1 56:1.4085277526109847 57:32.449961479175904 58:1 59:1.5124409007855328 60:32.202484376209235 
+1 1:1 2:1.5381874539949314 3:45.60701700396552 4:1 5:1.5211021813311654 6:45.17742799230607 7:1 8:1.5239941932561298 9:44.40720662234904 10:1 11:1.521901152931037 12:43.174066289845804 13:1 14:1.529668981810976 15:41.677331968349414 16:1 17:1.238118090726485 18:40.52159917870962 19:1 20:1.5308184688123734 21:40.22437072223753 22:1 23:1.4602619512526451 24:39.05124837953327 25:1 26:1.5291743595369534 27:38.27531841800928 28:1 29:1.1325596963311975 30:37.12142238654117 31:2 32:1.292990609792994 33:34.36568055487916 34:1 35:1.5197990947816091 36:34.0147027033899 37:2 38:0.0 39:31.76476034853718 40:1 41:1.4294845411188357 42:31.240998703626616 43:1 44:0.6479946830373814 45:30.265491900843113 46:1 47:1.5638594039711318 48:30.083217912982647 49:1 50:1.5679871484518 51:29.427877939124322 52:1 53:1.5697932314782748 54:29.410882339705484 55:1 56:1.5673326719980776 57:29.120439557122072 58:2 59:0.01692590217057503 60:29.068883707497267 
+1 1:1 2:1.5254321746924608 3:53.75872022286245 4:1 5:1.530489150771195 6:47.20169488482379 7:1 8:0.0014702728309402447 9:46.61544808322666 10:1 11:1.5240352358431997 12:46.57252408878007 13:1 14:0.0017634507659830758 15:42.95346318982906 16:1 17:1.5296189512198906 18:41.036569057366385 19:1 20:1.5280167127763908 21:37.0 22:1 23:1.4721703396348829 24:36.49657518178932 25:2 26:1.5697207317066393 27:36.22154055254967 28:1 29:1.5334593215555714 30:35.608987629529715 31:1 32:9.293300901322364E-4 33:33.24154027718932 34:1 35:0.003960698350666624 36:32.526911934581186 37:1 38:1.4565704945045068 39:31.144823004794873 40:1 41:1.5410320276907645 42:30.870698080866262 43:1 44:1.5240108996761481 45:30.870698080866262 46:1 47:0.035620445191709905 48:30.528675044947494 49:1 50:1.5352711750512744 51:28.635642126552707 52:1 53:1.5354649097846813 54:28.635642126552707 55:2 56:1.570589328789131 57:28.600699292150182 58:1 59:0.014613086828973042 60:28.442925306655784 
+1 1:2 2:0.0 3:49.24428900898052 4:1 5:1.52490034231231 6:44.77722635447622 7:1 8:0.5503578202075318 9:41.048751503547585 10:1 11:1.5151866683774904 12:39.66106403010388 13:1 14:1.5299906702782753 15:36.40054944640259 16:2 17:1.5403508771559027 18:34.828149534535996 19:2 20:0.9615680503986458 21:34.20526275297414 22:2 23:1.5707450718728813 24:32.55764119219941 25:1 26:1.5515578308146234 27:31.953090617340916 28:1 29:1.5156506899063198 30:31.827660925679098 31:1 32:1.5339836677937484 33:30.610455730027933 34:1 35:9.64910485036573E-4 36:30.4138126514911 37:1 38:1.5361858871945393 39:29.068883707497267 40:1 41:0.0013358191359378849 42:28.844410203711913 43:1 44:1.5396658519007271 45:28.653097563788805 46:1 47:1.529714631669677 48:27.294688127912362 49:1 50:0.005253546686925197 51:27.018512172212592 52:2 53:1.1148472823146733 54:26.90724809414742 55:1 56:1.532407882847735 57:26.627053911388696 58:1 59:0.006237802768381746 60:26.019223662515376 
+1 1:2 2:0.0 3:55.326304774492215 4:2 5:1.4681536770013022 6:46.09772228646444 7:1 8:1.5006055596363137 9:38.41874542459709 10:1 11:1.4552335968174537 12:37.48332962798263 13:1 14:1.563742530698974 15:34.438350715445125 16:2 17:1.4534071399943127 18:34.20526275297414 19:1 20:1.529873705448452 21:33.52610922848042 22:1 23:1.5638190441026305 24:33.24154027718932 25:1 26:1.4652204855137023 27:33.0 28:1 29:1.5359813488575353 30:32.202484376209235 31:2 32:1.5707557866390647 33:31.906112267087632 34:2 35:1.5670588390094833 36:31.906112267087632 37:1 38:1.5224400426679192 39:31.016124838541646 40:1 41:1.5601287232135599 42:29.0 43:1 44:1.5196048089075458 45:28.319604517012593 46:1 47:0.0013961672163706996 48:28.178005607210743 49:1 50:0.0069703121761106965 51:27.784887978899608 52:1 53:0.007985638206739887 54:27.586228448267445 55:2 56:1.4313228092328534 57:27.018512172212592 58:1 59:1.5288401652068675 60:26.870057685088806 
+1 1:1 2:1.5497841488323718 3:47.01063709417264 4:1 5:1.5204073519446666 6:45.967379738244816 7:2 8:1.5552478464250667 9:44.40720662234904 10:1 11:1.5420279958626242 12:44.04543109109048 13:1 14:1.5485282887975977 15:43.93176527297759 16:1 17:1.5516450340263443 18:43.04648650006177 19:1 20:1.5446502113703404 21:42.720018726587654 22:1 23:1.5439288631284533 24:41.43669871020132 25:1 26:1.5474338931143092 27:41.182520563948 28:1 29:1.553086401914778 30:40.024992192379 31:1 32:1.5455155150391555 33:40.01249804748511 34:1 35:1.5544698744151029 36:39.6232255123179 37:1 38:1.5395053965330696 39:39.45883931389772 40:1 41:1.547948148705744 42:39.21734310225516 43:1 44:1.548872363230081 45:39.05124837953327 46:1 47:1.5522184373847454 48:38.48376280978771 49:1 50:1.534578806577687 51:37.73592452822641 52:1 53:1.5479811132193622 54:37.656340767525464 55:1 56:1.5469932427740838 57:37.656340767525464 58:1 59:1.5416717353357967 60:37.0 
+1 1:2 2:0.0 3:41.19465984809196 4:2 5:0.0 6:39.6232255123179 7:1 8:0.002812054411631292 9:37.589892258425 10:2 11:1.5706879613056424 12:37.12142238654117 13:1 14:0.005172912236525667 15:33.83784863137726 16:1 17:0.0078319749076799 18:33.13608305156178 19:1 20:1.5701706220013638 21:31.906112267087632 22:2 23:0.00386622991812586 24:31.827660925679098 25:1 26:0.008167296354845704 27:31.144823004794873 28:1 29:1.5613885781897485 30:31.11269837220809 31:1 32:0.0030067081190371953 33:30.463092423455635 34:1 35:1.5702818926306734 36:29.68164415931166 37:1 38:0.0066272529229221295 39:28.844410203711913 40:1 41:1.0496534197972067 42:28.42534080710379 43:2 44:1.5699947472096656 45:28.319604517012593 46:2 47:1.5707744197810982 48:28.319604517012593 49:2 50:1.5620817408595289 51:28.319604517012593 52:1 53:0.0049862307068220015 54:27.80287754891569 55:1 56:1.5704016454878087 57:27.784887978899608 58:2 59:0.36424441421270204 60:26.248809496813376 
+1 1:2 2:0.0 3:43.01162633521314 4:1 5:1.5451757266615882 6:35.34119409414458 7:1 8:1.546194038951552 9:34.66987164671943 10:1 11:1.539155145452533 12:34.058772731852805 13:1 14:1.549120088295154 15:33.301651610693426 16:2 17:1.471028744275119 18:32.7566787083184 19:1 20:1.5334768095297677 21:32.64965543462902 22:2 23:1.5243720221830883 24:32.449961479175904 25:2 26:1.375126980204207 27:32.449961479175904 28:2 29:1.550970123421673 30:32.0624390837628 31:1 32:1.546592408968272 33:31.144823004794873 34:1 35:0.3585590744356834 36:30.01666203960727 37:2 38:0.0 39:29.832867780352597 40:1 41:1.5240470437175 42:29.5296461204668 43:1 44:1.5348508983063427 45:29.017236257093817 46:1 47:1.5248616925578837 48:27.784887978899608 49:1 50:1.539544795967137 51:27.202941017470888 52:1 53:1.5110884392986832 54:26.476404589747453 55:1 56:1.5311735109529008 57:26.1725046566048 58:2 59:0.5565130831575436 60:25.612496949731394 
