@RELATION FingerPrint
@attribute typePoint0 numeric
@attribute gradienPoint0 numeric
@attribute distancePoint0 numeric
@attribute typePoint1 numeric
@attribute gradienPoint1 numeric
@attribute distancePoint1 numeric
@attribute typePoint2 numeric
@attribute gradienPoint2 numeric
@attribute distancePoint2 numeric
@attribute typePoint3 numeric
@attribute gradienPoint3 numeric
@attribute distancePoint3 numeric
@attribute typePoint4 numeric
@attribute gradienPoint4 numeric
@attribute distancePoint4 numeric
@attribute typePoint5 numeric
@attribute gradienPoint5 numeric
@attribute distancePoint5 numeric
@attribute typePoint6 numeric
@attribute gradienPoint6 numeric
@attribute distancePoint6 numeric
@attribute typePoint7 numeric
@attribute gradienPoint7 numeric
@attribute distancePoint7 numeric
@attribute typePoint8 numeric
@attribute gradienPoint8 numeric
@attribute distancePoint8 numeric
@attribute typePoint9 numeric
@attribute gradienPoint9 numeric
@attribute distancePoint9 numeric
@attribute typePoint10 numeric
@attribute gradienPoint10 numeric
@attribute distancePoint10 numeric
@attribute typePoint11 numeric
@attribute gradienPoint11 numeric
@attribute distancePoint11 numeric
@attribute typePoint12 numeric
@attribute gradienPoint12 numeric
@attribute distancePoint12 numeric
@attribute typePoint13 numeric
@attribute gradienPoint13 numeric
@attribute distancePoint13 numeric
@attribute typePoint14 numeric
@attribute gradienPoint14 numeric
@attribute distancePoint14 numeric
@attribute class {+1, -1}

@data
1,1.5490259052838844,41.773197148410844,1,1.5270652161802474,40.36087214122113,1,1.55746990721569,39.05124837953327,1,1.5573954631304514,38.600518131237564,1,1.5554378679406085,36.89173349139343,1,1.5569081929664816,34.132096331752024,1,1.543645922803006,34.058772731852805,1,1.4488583709019178,27.65863337187866,1,0.18004515186035547,23.323807579381203,1,1.5590207512034084,23.08679276123039,2,1.4227127826027794,23.0,2,1.526309448779796,23.0,1,1.5245930407713668,22.825424421026653,1,1.570071072719554,22.02271554554524,1,1.5493539191065429,21.93171219946131,+1
2,0.0,74.81310045707235,1,1.549188354997479,41.773197148410844,1,1.5281412012100444,40.36087214122113,1,1.557363213584873,39.05124837953327,1,1.5573017875111441,38.600518131237564,1,1.5553485939857543,36.89173349139343,1,1.5569004042766557,34.132096331752024,1,1.5439541024340904,34.058772731852805,1,1.4462960849543292,27.65863337187866,1,0.18038338353860842,23.323807579381203,1,1.5589684402697814,23.08679276123039,2,1.525663595131041,23.0,2,1.4227882512459433,23.0,1,1.5237495620187873,22.825424421026653,1,1.5700906998443867,22.02271554554524,+1
2,0.0,70.45565981523414,2,1.529583729503561,42.1070065428546,1,1.5508614889885108,30.066592756745816,1,0.5489000736006696,25.495097567963924,1,1.4686781398470459,25.238858928247925,1,1.5193335986567578,24.020824298928627,1,1.5341752370230148,23.345235059857504,1,1.5415357361016548,23.08679276123039,2,1.570316463095841,22.80350850198276,1,1.535972009519215,22.02271554554524,2,1.5699050054916388,22.02271554554524,1,0.08077045177146731,21.400934559032695,1,1.536712798473088,20.615528128088304,2,1.5201146000448973,20.024984394500787,1,1.5123655629115835,19.6468827043885,+1
1,1.5400564556827312,36.22154055254967,1,1.5432920402936978,34.48187929913333,1,1.5279716762883193,31.575306807693888,1,1.537546417135168,28.160255680657446,1,1.5432102325610055,27.018512172212592,1,1.5371973666047987,25.495097567963924,1,1.520637931656572,24.020824298928627,1,1.5402829302085763,23.53720459187964,1,0.005779406234931256,22.80350850198276,1,1.5461050269841679,22.090722034374522,1,1.543072138571792,21.587033144922902,1,1.5302254288133148,21.02379604162864,1,1.5694688636514167,20.615528128088304,1,1.477795027231302,20.024984394500787,1,0.009510633537712254,19.4164878389476,+1
2,1.4354217855745262,40.024992192379,2,1.529152185524036,38.27531841800928,1,1.5434990287902053,35.34119409414458,1,1.5473917629509804,32.984845004941285,1,1.522991975215651,31.144823004794873,1,0.0067673361581825145,31.144823004794873,1,1.484343665796419,31.064449134018133,1,1.5307862009711102,30.01666203960727,1,0.28183579005256654,29.614185789921695,1,0.0025072679470147063,29.017236257093817,1,1.336827321780031,28.30194339616981,1,1.5661093550948177,27.202941017470888,1,1.5642180771903373,26.92582403567252,1,1.4984590552338302,25.298221281347036,2,1.3883428338716115,25.179356624028344,+1
1,1.535637711072053,44.553338819890925,1,1.5419933739862257,39.05124837953327,1,1.530594728510492,39.01281840626232,2,0.3277586203672885,37.0,1,1.5354510701036106,33.015148038438355,1,1.5325521738227437,31.304951684997057,1,1.5100935035790772,26.419689627245813,1,1.5178857337650442,25.298221281347036,1,1.5139359227247182,25.0,1,1.5489089985854503,24.515301344262525,1,1.1601200185391587,24.020824298928627,1,1.5515110696111574,23.53720459187964,1,1.3448733526927068,23.021728866442675,1,1.5420269609852557,22.20360331117452,1,1.546280973066644,21.95449840010015,+1
2,0.0,58.008620049092706,1,1.5351760619633246,44.553338819890925,1,1.541403584838367,39.05124837953327,1,1.5308813642052792,39.01281840626232,2,0.32269934766533304,37.0,1,1.5356652200384115,33.015148038438355,1,1.5321052917891906,31.304951684997057,1,1.5094247779246959,26.419689627245813,1,1.5161538993321109,25.298221281347036,1,1.511850501492833,25.0,1,1.548781689539163,24.515301344262525,1,1.1700185282754696,24.020824298928627,1,1.5517513312364377,23.53720459187964,1,1.541266830923953,22.20360331117452,1,1.564237348936958,20.808652046684813,+1
2,0.0,57.77542730261716,1,0.008170695069271105,28.861739379323623,2,1.5426940743191198,28.442925306655784,2,0.28885692791517553,28.442925306655784,1,1.5622874022445679,25.495097567963924,1,0.04380713561164889,23.323807579381203,1,1.565940464100023,21.400934559032695,1,1.5362166177812173,19.72308292331602,2,1.5611893198650364,19.313207915827967,2,0.23769710362907406,19.313207915827967,2,1.5403117866384723,18.439088914585774,1,1.5393917997536628,18.439088914585774,2,0.06033471270825498,18.35755975068582,1,0.003955589878214175,17.804493814764857,1,0.01702923848433452,17.69180601295413,+1
2,0.0,55.31726674375732,1,1.5684949268377155,32.14031735997639,2,0.481284039124075,30.4138126514911,1,1.5384767183779746,27.16615541441225,1,1.5136280148103385,24.596747752497688,1,1.5572851643451775,22.847319317591726,1,1.5689136935873262,22.47220505424423,1,1.5429431339558664,21.213203435596427,1,1.5541096121985645,21.0,1,1.555799432223697,20.615528128088304,1,1.5131620549996705,20.0,2,1.5688762138206185,19.79898987322333,1,1.553942484853743,19.4164878389476,2,0.04462655734522606,19.1049731745428,1,1.553140838908174,19.0,+1
2,0.0,48.41487374764082,2,0.0,44.82186966202994,1,1.5533591315929085,32.14031735997639,2,1.513929147407989,32.01562118716424,2,1.5700439268284965,31.144823004794873,1,1.5610356817041844,29.410882339705484,1,1.551994947543809,26.92582403567252,1,1.3667322731765685,26.570660511172846,1,1.554419955262906,26.019223662515376,1,1.5549456238766868,25.942243542145693,1,1.5305174514136648,25.079872407968907,1,1.4782274181076365,23.021728866442675,1,1.5499984933938364,21.840329667841555,1,1.2641696766921582,21.095023109728988,1,1.550743074408495,21.02379604162864,+1
1,1.5490259052838844,41.773197148410844,1,1.5270652161802474,40.36087214122113,1,1.55746990721569,39.05124837953327,1,1.5573954631304514,38.600518131237564,1,1.5554378679406085,36.89173349139343,1,1.5569081929664816,34.132096331752024,1,1.543645922803006,34.058772731852805,1,1.4488583709019178,27.65863337187866,1,0.18004515186035547,23.323807579381203,1,1.5590207512034084,23.08679276123039,2,1.4227127826027794,23.0,2,1.526309448779796,23.0,1,1.5245930407713668,22.825424421026653,1,1.570071072719554,22.02271554554524,1,1.5493539191065429,21.93171219946131,-1
2,0.0,74.81310045707235,1,1.549188354997479,41.773197148410844,1,1.5281412012100444,40.36087214122113,1,1.557363213584873,39.05124837953327,1,1.5573017875111441,38.600518131237564,1,1.5553485939857543,36.89173349139343,1,1.5569004042766557,34.132096331752024,1,1.5439541024340904,34.058772731852805,1,1.4462960849543292,27.65863337187866,1,0.18038338353860842,23.323807579381203,1,1.5589684402697814,23.08679276123039,2,1.525663595131041,23.0,2,1.4227882512459433,23.0,1,1.5237495620187873,22.825424421026653,1,1.5700906998443867,22.02271554554524,-1
2,0.0,51.03920062069938,2,0.0,47.80167361086848,1,1.5558163918435244,32.69556544854363,1,1.557052414082793,31.064449134018133,1,1.5392507393145245,27.51363298439521,1,1.5414393403109496,26.419689627245813,1,1.5463108441220126,26.248809496813376,1,1.5704260955336204,25.495097567963924,1,1.5255513223863582,25.079872407968907,2,1.56992767027959,24.73863375370596,1,1.5496274358930124,24.041630560342615,1,1.5450155848383942,22.825424421026653,1,1.569605865535333,22.80350850198276,1,1.569178403010177,21.93171219946131,1,1.5117493071031123,21.587033144922902,-1
