@RELATION FingerPrint
@attribute typePoint0 numeric
@attribute gradienPoint0 numeric
@attribute distancePoint0 numeric
@attribute typePoint1 numeric
@attribute gradienPoint1 numeric
@attribute distancePoint1 numeric
@attribute typePoint2 numeric
@attribute gradienPoint2 numeric
@attribute distancePoint2 numeric
@attribute typePoint3 numeric
@attribute gradienPoint3 numeric
@attribute distancePoint3 numeric
@attribute typePoint4 numeric
@attribute gradienPoint4 numeric
@attribute distancePoint4 numeric
@attribute typePoint5 numeric
@attribute gradienPoint5 numeric
@attribute distancePoint5 numeric
@attribute typePoint6 numeric
@attribute gradienPoint6 numeric
@attribute distancePoint6 numeric
@attribute typePoint7 numeric
@attribute gradienPoint7 numeric
@attribute distancePoint7 numeric
@attribute typePoint8 numeric
@attribute gradienPoint8 numeric
@attribute distancePoint8 numeric
@attribute typePoint9 numeric
@attribute gradienPoint9 numeric
@attribute distancePoint9 numeric
@attribute typePoint10 numeric
@attribute gradienPoint10 numeric
@attribute distancePoint10 numeric
@attribute typePoint11 numeric
@attribute gradienPoint11 numeric
@attribute distancePoint11 numeric
@attribute typePoint12 numeric
@attribute gradienPoint12 numeric
@attribute distancePoint12 numeric
@attribute typePoint13 numeric
@attribute gradienPoint13 numeric
@attribute distancePoint13 numeric
@attribute typePoint14 numeric
@attribute gradienPoint14 numeric
@attribute distancePoint14 numeric
@attribute typePoint15 numeric
@attribute gradienPoint15 numeric
@attribute distancePoint15 numeric
@attribute typePoint16 numeric
@attribute gradienPoint16 numeric
@attribute distancePoint16 numeric
@attribute typePoint17 numeric
@attribute gradienPoint17 numeric
@attribute distancePoint17 numeric
@attribute typePoint18 numeric
@attribute gradienPoint18 numeric
@attribute distancePoint18 numeric
@attribute typePoint19 numeric
@attribute gradienPoint19 numeric
@attribute distancePoint19 numeric
@attribute class {+1, -1}

@data
1,1.5497476119543958,43.04648650006177,1,1.5381411897222173,41.14608122288197,1,1.5549799511541973,39.59797974644666,1,1.5516677447401372,38.01315561749642,2,0.0,37.69615364994153,1,1.5537632003640505,36.40054944640259,1,1.5444936955215642,36.24913792078372,1,1.5449127121211332,35.77708763999664,1,1.5407343790481127,34.132096331752024,2,0.10552941064763384,33.24154027718932,1,1.549596739542552,32.38826948140329,1,1.527240572330831,32.2490309931942,1,1.5277728675582982,32.202484376209235,1,1.5349932351480886,28.442925306655784,1,0.5498565491551696,26.68332812825267,1,7.563476950101645E-4,26.419689627245813,1,1.548307309762507,26.40075756488817,2,0.04435279326760286,25.942243542145693,1,0.24595075975832226,25.495097567963924,1,1.4885846571877586,24.758836806279895,+1
1,1.5535156118754838,40.718546143004666,2,0.0,39.698866482558415,2,0.0,39.20459156782532,1,8.01529549469971E-4,36.013886210738214,1,1.5568636178206783,34.17601498127012,1,1.519796340802597,34.0147027033899,2,0.330830904849657,30.675723300355934,1,9.146850309335556E-4,29.427877939124322,1,1.4960525891935763,29.0,2,0.04155959242258417,27.313000567495326,1,1.5481054983080589,26.68332812825267,1,7.726702008088269E-4,26.019223662515376,1,1.4938188477525742,25.942243542145693,1,1.1407728839091786,24.041630560342615,1,1.4205143432598113,23.853720883753127,1,1.530425278407602,23.53720459187964,2,1.4916730284204398,22.090722034374522,2,1.5310210452589141,22.090722034374522,1,1.5367246529014713,21.93171219946131,1,0.0034129597712006404,21.400934559032695,+1
1,1.5383401431689194,49.9799959983992,1,1.5364901944258678,47.01063709417264,1,1.5348220610136072,43.657759905886145,1,1.5604013870184454,43.41658669218482,1,1.5634516047981712,41.617304093369626,1,1.5516283902632813,41.593268686170845,1,1.5466633854181109,41.43669871020132,1,1.5400410110919516,41.23105625617661,2,1.5071334621998387,41.10960958218893,1,1.5569511475225863,41.036569057366385,1,1.550186535079939,40.45985664828782,1,1.5479552086955057,39.81205847478876,1,1.5506361817062928,39.56008088970496,1,1.515990606600296,37.94733192202055,2,0.0,33.83784863137726,1,1.5463850626538949,32.7566787083184,2,0.0,32.57299494980466,1,1.5368350916590345,32.2490309931942,1,1.5531406093621716,31.38470965295043,1,1.5363481951247686,31.064449134018133,+1
1,1.5438080763042257,41.43669871020132,2,1.4435476779620005,38.07886552931954,1,1.5257793548549015,35.510561809129406,1,1.5549552068402814,32.984845004941285,1,1.556333936695797,32.55764119219941,1,1.5064026575508138,31.78049716414141,1,1.543599986876075,29.832867780352597,1,1.5403171512257332,29.546573405388315,1,1.5578962179636733,29.0,1,1.5469144494829608,28.442925306655784,1,1.5501401468123277,27.294688127912362,1,1.5454813470303108,24.839484696748443,1,1.5409108937857758,24.698178070456937,2,0.08272515673859358,24.351591323771842,1,1.5468308273121807,22.80350850198276,1,1.5026365063589027,22.02271554554524,1,1.5478158047278396,22.02271554554524,1,1.5360671940410782,21.633307652783937,1,1.554083723982224,21.540659228538015,1,1.5401877247112372,21.400934559032695,+1
1,1.5023984891646622,54.48853090330111,2,0.0,51.62363799656123,1,1.5264070816382524,47.80167361086848,1,1.5134814054730719,47.38143096192854,1,1.5551294375642513,41.677331968349414,1,0.9298226047608201,40.496913462633174,1,1.5288232101999604,39.96248240537617,1,0.4527740969979999,36.069377593742864,1,1.5075375342093824,35.73513677041127,1,1.552529600009144,35.34119409414458,1,1.5357114250127226,34.20526275297414,1,1.507234791945115,33.97057550292606,2,0.05190904161197568,33.54101966249684,1,1.5203533796474735,33.421549934136806,1,1.5532347943055993,32.31098884280702,1,1.5548376409728657,32.01562118716424,1,1.4257244951413406,31.240998703626616,1,1.0538499476322953,30.886890422961002,1,1.5481537801417429,30.0,1,1.48726298225198,29.732137494637012,+1
2,1.5425620238655107,45.880278987817846,1,1.5529375626224282,42.15447781671598,1,1.5478985086870256,41.7612260356422,1,1.537877842013045,38.01315561749642,1,1.5496792813418432,36.68787265568828,1,1.5480773791946192,34.0,1,1.554607922450992,33.37663853655727,1,1.5378795258007532,31.016124838541646,2,1.2328696015714584,30.886890422961002,1,1.5491377984387413,30.066592756745816,1,1.4984425444394396,29.410882339705484,1,1.5397997970146566,29.017236257093817,1,1.5294947619805808,27.65863337187866,1,1.4952228656490163,24.698178070456937,1,1.5317764646350218,23.021728866442675,1,1.5507028254215887,22.47220505424423,2,0.0,22.47220505424423,1,1.5385172651130585,22.02271554554524,1,1.546703710865842,21.2602916254693,1,1.525366089230664,19.697715603592208,+1
1,1.5520871740597104,45.31004303683677,1,1.545294209514477,45.0111097397076,1,1.5559428263190473,42.95346318982906,1,1.5517877634183908,42.1070065428546,1,1.5600132813331729,41.773197148410844,1,1.5507325729001247,41.48493702538308,1,1.5383829552021806,41.19465984809196,1,1.5561863977301045,39.96248240537617,1,1.5554992716685137,39.11521443121589,1,1.5463917189316354,39.05124837953327,1,1.552551720927178,39.05124837953327,1,1.5509838518198151,39.05124837953327,1,1.5438825001815557,36.05551275463989,1,1.5429992765980145,35.05709628591621,1,1.5530477725409189,33.95585369269929,1,1.5485509782699443,33.61547262794322,1,1.5434040083239227,31.064449134018133,1,1.5403364655848713,31.016124838541646,1,1.5409584476600777,30.675723300355934,1,1.5426148517230778,30.463092423455635,+1
1,1.5552382602068264,65.79513659838392,1,1.5536764319277308,58.7962583843564,1,1.540471579576595,57.245087125446844,1,1.5267359711809054,52.15361924162119,1,1.5497676866512573,51.62363799656123,1,1.5549639354688638,43.93176527297759,1,1.4938235838879765,42.720018726587654,1,1.5380299100057235,39.05124837953327,1,1.4927888201615038,38.48376280978771,1,1.5408215915452446,37.73592452822641,1,1.4801683176885312,37.36308338453881,2,0.0,36.124783736376884,2,0.0,35.22782990761707,1,1.4863794677300985,34.20526275297414,1,1.5283030866811615,34.0147027033899,1,1.5180542441375997,33.54101966249684,1,0.11269393303791962,31.906112267087632,1,1.5103029730889497,30.479501308256342,1,1.5311306007857532,30.265491900843113,1,1.5204266205671917,29.68164415931166,+1
2,1.463280471448659,35.510561809129406,2,0.4678707364553538,35.22782990761707,1,1.4993953269146199,34.0147027033899,1,0.05876886961104402,33.12099032335839,1,0.07671327165154303,32.01562118716424,2,0.0,29.068883707497267,1,1.5115126823140697,29.0,1,0.0026993233835968713,28.30194339616981,2,0.001440271729559003,28.284271247461902,1,1.4847428672636809,27.313000567495326,1,1.5232082122802182,26.92582403567252,1,1.5704497681382412,25.238858928247925,1,1.5699585181954216,25.079872407968907,1,0.002200516240000302,25.059928172283335,1,1.5074291437144443,25.019992006393608,1,1.5088565580469102,24.698178070456937,2,0.039051882523751025,24.596747752497688,1,1.5706779460310134,24.20743687382041,1,1.5690633573262183,23.021728866442675,1,1.4877167048143933,23.021728866442675,+1
2,0.0,37.013511046643494,1,1.5458626976738992,33.24154027718932,1,1.553536331911324,33.06055050963308,1,1.5265608133564124,31.400636936215164,1,1.5317781983017233,29.68164415931166,1,1.447958775164277,29.068883707497267,1,1.5247725332969677,28.600699292150182,2,0.03440193530913769,28.178005607210743,2,1.4515218725403687,27.65863337187866,2,0.0,26.90724809414742,2,0.04635339244953549,26.1725046566048,2,1.5265604100803953,26.0,1,1.5196502599450927,25.553864678361276,1,1.4776823160325827,24.331050121192877,2,1.5707201456746396,23.259406699226016,2,0.002844410319023093,23.259406699226016,1,1.5504478958869694,22.02271554554524,1,0.0012616877804097894,19.6468827043885,1,1.5302971810363153,19.209372712298546,1,1.5061624980811803,19.026297590440446,+1
