@RELATION FingerPrint
@attribute typePoint0 numeric
@attribute gradienPoint0 numeric
@attribute distancePoint0 numeric
@attribute typePoint1 numeric
@attribute gradienPoint1 numeric
@attribute distancePoint1 numeric
@attribute typePoint2 numeric
@attribute gradienPoint2 numeric
@attribute distancePoint2 numeric
@attribute typePoint3 numeric
@attribute gradienPoint3 numeric
@attribute distancePoint3 numeric
@attribute typePoint4 numeric
@attribute gradienPoint4 numeric
@attribute distancePoint4 numeric
@attribute typePoint5 numeric
@attribute gradienPoint5 numeric
@attribute distancePoint5 numeric
@attribute typePoint6 numeric
@attribute gradienPoint6 numeric
@attribute distancePoint6 numeric
@attribute typePoint7 numeric
@attribute gradienPoint7 numeric
@attribute distancePoint7 numeric
@attribute typePoint8 numeric
@attribute gradienPoint8 numeric
@attribute distancePoint8 numeric
@attribute typePoint9 numeric
@attribute gradienPoint9 numeric
@attribute distancePoint9 numeric
@attribute typePoint10 numeric
@attribute gradienPoint10 numeric
@attribute distancePoint10 numeric
@attribute typePoint11 numeric
@attribute gradienPoint11 numeric
@attribute distancePoint11 numeric
@attribute typePoint12 numeric
@attribute gradienPoint12 numeric
@attribute distancePoint12 numeric
@attribute typePoint13 numeric
@attribute gradienPoint13 numeric
@attribute distancePoint13 numeric
@attribute typePoint14 numeric
@attribute gradienPoint14 numeric
@attribute distancePoint14 numeric
@attribute typePoint15 numeric
@attribute gradienPoint15 numeric
@attribute distancePoint15 numeric
@attribute typePoint16 numeric
@attribute gradienPoint16 numeric
@attribute distancePoint16 numeric
@attribute typePoint17 numeric
@attribute gradienPoint17 numeric
@attribute distancePoint17 numeric
@attribute typePoint18 numeric
@attribute gradienPoint18 numeric
@attribute distancePoint18 numeric
@attribute typePoint19 numeric
@attribute gradienPoint19 numeric
@attribute distancePoint19 numeric
@attribute class {+1, -1}

@data
2,0.0,47.80167361086848,2,1.507893703830678,43.382023926967726,1,0.0015862499380662493,39.6232255123179,1,0.0031886439652096662,36.49657518178932,1,1.4774588176268155,34.52535300326414,1,1.543665140798481,34.438350715445125,1,0.0022601139152241263,34.058772731852805,1,0.006592761645906224,32.55764119219941,1,1.5206834805747196,32.28002478313795,1,0.003358204140512641,32.14031735997639,2,1.5679514792244909,32.0,2,1.562342255643901,32.0,1,1.4640055293610668,31.78049716414141,1,1.4651539081811658,31.064449134018133,1,0.002760386023569458,31.016124838541646,1,0.004577749553433735,30.083217912982647,1,1.488615658930573,30.083217912982647,1,1.5214349471464286,30.01666203960727,2,1.543326191350835,29.546573405388315,2,0.39965739562425395,29.546573405388315,+1
1,0.004450799508696717,37.21558813185679,1,1.5455355543481513,35.34119409414458,1,1.5466878991064545,34.66987164671943,1,1.5391581501903053,34.058772731852805,1,1.549509639806964,33.301651610693426,1,1.5439973360319055,33.015148038438355,2,1.475229611045742,32.7566787083184,1,1.5339637545694953,32.64965543462902,2,1.3756455737204143,32.449961479175904,2,1.5241398222417093,32.449961479175904,1,1.5467182727627333,31.144823004794873,1,0.31458763454515437,30.01666203960727,1,1.5238686329764126,29.5296461204668,1,1.5342793288780583,29.017236257093817,1,1.5277570720954325,27.784887978899608,1,1.539770966499185,27.202941017470888,1,1.5123218077723353,26.476404589747453,1,1.5703353475087403,26.40075756488817,1,1.5319001809875523,26.1725046566048,2,0.6138803509662285,25.612496949731394,+1
2,0.0,50.774009099144415,2,1.563557794435296,45.17742799230607,2,1.4935292952703878,39.698866482558415,1,1.5707420475518914,38.01315561749642,1,1.2297200109921638,37.44329045369811,1,1.5707577948653642,37.013511046643494,1,1.5694645180735844,36.40054944640259,1,1.5697772928242637,34.92849839314596,1,1.5697303138132017,33.54101966249684,1,1.5699175084915333,33.24154027718932,1,1.570405235279028,33.24154027718932,1,0.0021045855732116296,33.12099032335839,1,1.5698337969958205,33.1058907144937,1,1.570707410195766,32.802438933713454,1,0.003795026172314181,32.38826948140329,1,1.5202704733321666,32.01562118716424,1,1.5705476053754424,31.144823004794873,1,1.524275085719042,28.0178514522438,1,0.0788648270876019,26.92582403567252,1,0.0025822519773769513,26.40075756488817,+1
2,0.0,47.20169488482379,2,0.12765789744854666,41.182520563948,1,1.570768980228526,35.014282800023196,1,9.716177712445781E-4,34.0,1,0.003102300944101781,33.13608305156178,1,1.5707686069535067,33.0,2,0.20704583097823978,32.64965543462902,2,1.5278889292653595,32.64965543462902,1,0.003446555882893665,32.0624390837628,1,0.004048576510606381,32.01562118716424,1,0.001780996209454559,30.675723300355934,1,0.0016714271800888263,30.463092423455635,1,1.5693474693988436,29.832867780352597,1,1.5262158306865679,29.614185789921695,1,1.5707859005109572,29.068883707497267,1,1.5509567208996748,28.319604517012593,1,0.0031679699288779226,28.284271247461902,1,0.0020856070590428264,28.160255680657446,1,1.569557908698208,28.160255680657446,1,0.0012943524594299905,28.160255680657446,+1
2,0.4835253090704677,48.010415536631214,2,0.0,42.720018726587654,2,0.0,41.97618372363071,1,1.3076651106357036,36.235341863986875,2,1.500666253464437,33.24154027718932,1,1.4810947382592763,32.7566787083184,1,0.001569076875143826,32.2490309931942,1,0.04777308460411095,31.906112267087632,2,1.562765892218914,29.410882339705484,1,9.67137164719365E-4,29.0,1,0.002864947514574556,28.844410203711913,1,1.5472017937647278,28.635642126552707,1,1.4727336192605653,28.071337695236398,1,0.0035819826397256154,26.92582403567252,1,1.5471429982315474,26.40075756488817,1,1.533296168010388,26.40075756488817,1,0.0011041399962381279,25.709920264364882,1,0.005118508300766897,25.45584412271571,1,0.0050624010446779786,25.179356624028344,1,1.568774534901431,24.73863375370596,+1
1,1.533308193680639,50.80354318352215,2,0.16100568040625252,49.01020301937138,2,0.0,48.30113870293329,1,1.5209829829234631,42.37924020083418,1,1.5373958466367126,42.20189569201838,1,1.3721315027148204,37.48332962798263,1,0.5655525550294163,35.17101079013795,1,1.5304062335374513,34.48187929913333,1,1.4867081574518761,31.78049716414141,1,1.5372434305277773,30.675723300355934,1,1.4529249491002658,28.460498941515414,1,1.5484950492310805,28.460498941515414,1,1.5498514185018082,27.586228448267445,1,0.0019999809699977685,27.073972741361768,2,0.0,26.076809620810597,1,1.5391945568168537,26.0,1,1.5455304619770138,25.553864678361276,1,1.5698373883615162,25.317977802344327,1,1.5524997081396525,25.238858928247925,1,1.540397768175986,25.079872407968907,+1
2,0.0,54.45181356024793,1,1.5170824964305665,43.41658669218482,2,0.0,40.162171256046406,1,1.5700039820380478,40.01249804748511,1,1.5702224838932544,39.01281840626232,1,1.4898360314783516,39.01281840626232,1,1.5327503596493812,37.64306044943742,1,1.569961378856494,37.33630940518894,1,1.5701354618263095,37.16180835212409,1,1.5707408476656572,35.22782990761707,1,1.5707549856220306,34.20526275297414,2,1.5698062163947106,34.058772731852805,1,0.009482142396236038,32.984845004941285,2,0.0048485721735487,32.28002478313795,1,1.5386124649707615,32.01562118716424,1,1.570745669124454,31.304951684997057,1,1.4891243458223262,31.25699921617557,1,1.5435180140148654,31.016124838541646,1,0.005638025036015844,29.410882339705484,1,1.570755942964896,29.068883707497267,+1
2,0.0,52.32590180780452,2,0.8526012190156088,44.9221548904324,1,1.550538456977439,42.20189569201838,1,1.5379304818270951,41.182520563948,1,0.0050072497211806335,37.589892258425,1,7.077336018492251E-4,37.013511046643494,1,0.002575462654946511,36.124783736376884,1,1.4192622774465211,35.84689665786984,1,1.5682669497758512,35.014282800023196,1,0.010171906508263655,34.785054261852174,1,1.5693327195790903,34.52535300326414,1,1.5435404550287923,34.48187929913333,1,1.5434707898390518,34.40930106817051,1,1.5670345097609901,33.06055050963308,1,0.0029841028014714875,32.984845004941285,2,1.4137573054121388,30.528675044947494,2,0.0,30.083217912982647,1,1.570010522994893,29.068883707497267,1,1.5461806963319988,29.0,1,1.5467531831450736,28.792360097775937,+1
2,0.0,49.24428900898052,1,1.5371496473204116,48.093658625644196,1,1.536598865216604,47.265209192385896,1,1.541254213389012,45.39823785126467,1,1.5442462891921023,43.73785545725808,1,1.547932501605206,41.78516483155236,1,1.5452099159946793,41.048751503547585,1,1.5481529597732004,36.24913792078372,1,1.5401774300218238,34.132096331752024,1,1.54250027906957,32.31098884280702,1,1.484494598898214,32.28002478313795,1,1.5406873955036877,31.906112267087632,1,1.5493469426663056,31.400636936215164,1,1.5484922492112203,30.886890422961002,2,1.5662641382996365,30.463092423455635,1,1.556864725014778,29.154759474226502,1,0.015347027622328441,28.861739379323623,1,1.495717869045989,27.294688127912362,1,0.0014589832915956871,27.073972741361768,1,1.5407733056569084,26.0,+1
1,1.5391244304370595,55.97320787662612,1,1.5447365499558081,54.3415126767741,1,1.5250945920743963,53.46026561849464,1,1.5376695988396136,47.853944456021594,1,1.5395272817660672,46.389654018972806,1,1.5524189582410775,46.2709412050371,1,1.5429736971620496,46.0,1,1.5530300177488479,45.617978911828175,1,1.5362784596043413,45.5411901469428,1,1.2946254681822507,43.86342439892262,1,1.5473337097933721,38.948684188300895,1,1.517763417695145,36.49657518178932,2,1.5462836242024949,34.0,1,1.5506508281765372,32.7566787083184,1,1.5216775025779419,32.28002478313795,2,0.898424842498517,31.622776601683793,1,0.0010129069299139016,29.966648127543394,1,1.530796468794355,28.861739379323623,1,1.556668214821596,27.018512172212592,1,0.11141277175230781,24.839484696748443,+1
